Tipo;CNPJ;Nome;Logradouro, Nœmero;CEP;Bairro;Cidade;UF;Email;Fone
2;76.630.573/0003-22;COMPANHIA DE CIMENTO ITAMBE;LOC PAIOL COCHO;83601-777;RIO BONITO;Moiporá;GO;companhia@gmail.com;50875974
2;05.395.154/0001-43;CLINICA ODONTOLOGICA 19 DE DEZEMBRO LTDA;PRA‚A TIRADENTES, 346 1¼ ANDAR;80510-000;CENTRO;Urutaí;GO;clinica@gmail.com;65851652
2;04.118.250/0001-81;JCG MARMORES;RODOVIA ALEXANDRA MATINHOS;83260-000;SERTAOZINHO;Mercês;MG;jcg@gmail.com;52971453
2;04.711.363/0001-96;EMBALAGENS ARAPONGAS INDUSTRIA E COMERCIO LTDA.;RUA JURITI,100;86706-010;VL INDUSTRIAL;Goiânia;GO;embalagens@gmail.com;33649921
2;76.891.936/0001-11;BOX E ESQUADRIAS DE ALUMINIO ESTRELA LTDA;RUA CEL. AMAZONAS MARCONDES, 552 FORD METROPOLIT.;80035-230;CABRAL;Cruzeta;RN;box@gmail.com;6373151
2;05.290.369/0001-08;CERAMICA AUDONE LTDA;LOCALIDADE DE CAMPINA 00,1;84430-000;ZONA RURAL;Cruzeta;RN;ceramica@gmail.com;6812535
2;01.717.457/0001-84;CENTRO DE EDUCACAO INFANTIL MASTIGANDO LETRINHAS LTDA;RUA MEXICO, 122;83505-630;JD GINESTE;Gouveia;MG;centro@gmail.com;12069808
2;80.224.785/0001-15;ELETROTRAFO PRODUTOS ELETRICOS LTDA;AV. DR. FCO. LACERDA JR,1551;86300-000;CENTRO;Cariacica;ES;eletrotrafo@gmail.com;1664951
2;97.383.558/0001-35;MARMORARIA ACQUA VERDE LTDA - ME;R ELEODORO RODRIQUES SEIXAS 100;85855-300;PORTO MEIRA;Riozinho;RS;marmoraria@gmail.com;71192293
2;76.456.565/0001-40;AREAL JOAO DO VALLE LEMOS LTDA.;ESTRADA DA FAZENDINHA,4280;83700-000;PALMITAL;Ibiporã;PR;areal@gmail.com;31702073
2;01.341.315/0001-65;ANTONIO DORIGUELO MARTIRE;RUA 19 DE DEZEMBRO,1219;86200-000;JARDIM SAO FRANCISC;Pilar do Sul;SP;antonio@gmail.com;32575661
2;04.656.743/0001-75;L J BELOTTO E CIA LTDA ME;ARMANDO LUIZ ARROSI,979;85901-020;CENTRO;Toledo;PR;l@gmail.com;64396809
2;14.015.00033/81;GERHARD ALEX VAN ARAGON;CHACARA ARLA, S/N;84990-000;LAGOA;Viamão;RS;gerhard@gmail.com;39184460
2;03.802.018/0021-49;SESI - SERVI‚O SOCIAL DA INDUSTRIA;RUA PADRE LEONARDO NUNES, 181 CURITIBA-PR;80330-320;PORTÌO;Capão do Leão;RS;sesi@gmail.com;72319004
2;72.220.353/0001-08;ESTILOS CONSTRUCOES PROJETOS E EXECUCOES LTDA;RUA TAPAJOS, 344;85501-060;CENTRO;Pato Branco;PR;estilos@gmail.com;33139876
2;10.849.763/0001-65;IRL CONSTRUCAO CIVIL LTDA OBRA LOJAS COPPEL;ESTRADA DA RIBEIRA 301 COLOMBO-PR;83408-000;MARACANÌ;Cidelândia;MA;irl@gmail.com;6716219
2;02.675.658/0001-29;SAU SANEAMENTO AMBIENTAL URBANO LTDA;AVENIDA NOSSA SENHORA DA PENHA,362;80050-550;CRISTO REI;Curitiba;PR;sau@gmail.com;3390017
2;07.595.224/0001-32;TRANSPORTES VIECILI LTDA ME;AVENIDA IGUACU,866;85685-000;CENTRO;Nova Prata do Iguaçu;PR;transportes@gmail.com;1539579
2;75.185.389/0003-58;AGENCIA MARITIMA ORION LTDA PNG;MANOEL CORREA,1345;83206-030;CENTRO;Unaí;MG;agencia@gmail.com;1671298
2;01.206.820/0009-54;DISTRIBUIDORA FARMACEUTICA PANARELO LTDA;RUA HASDRUBAL BELLEGARD, 1377;81460-120;CIC;Taperoá;PB;distribuidora@gmail.com;19380387
2;76.676.436/0001-67;SUL DEFENSIVOS AGRICOLAS LTDA;AV DOS PINHEIRAIS,3451;83705-670;ESTACAO;São Caetano do Sul;SP;sul@gmail.com;75871392
2;05.968.735/0001-27;CINETTO DO BRASIL IND COM DE C0MPONENTES;RUA JOAO BETTEGA,4800;81350-000;CIC;Bonito;BA;cinetto@gmail.com;48367789
2;04.601.539/0001-57;MARIA GILCEIA NESI ME;RODOVIA PR 170 KM 554;84660-000;RONDON;Batatais;SP;maria@gmail.com;39054257
2;07.310.181/0001-00;EDUARDO DOS REIS PASCOAL E CIA LTDA.;MANOEL NETO ANDRADE;86400-000;VILA MARIA;Jacarezinho;PR;eduardo@gmail.com;46388396
2;05.263.551/0002-42;MSS - COM. REFRIG. E GEN. ALIM. LTDA.;AV ROBERT KOCH,60;86038-350;VILA OPERARIA;Getulina;SP;mss@gmail.com;77727152
2;14.015.00033/81;GERHARD ALEX VAN ARAGON;CHACARA ARLA, S/N;84990-000;LAGOA;Viamão;RS;gerhard@gmail.com;39184460
2;02.980.309/0002-00;DIVESA AUTOMOVEIS LTDA;RODOVIA BR 116,1785;82590-100;TREVO DO ATUBA;Mamanguape;PB;divesa@gmail.com;60539106
2;75.239.368/0001-06;JORGE NAKAYAMA;AV MAL FLORIANO PEIXOTO 7376;81650-000;BOQUEIRAO;Piedade de Caratinga;MG;jorge@gmail.com;45017049
2;05.123.659/0001-59;NOBRE POLIMENTOS LTDA;AV. BRASIL, 1934;86181-010;CENTRO;Viamão;RS;nobre@gmail.com;26307512
2;70.000.48103/09;JORGE LUIZ NACLI BASTOS;AV. SAUL ELKIND, 297;86086-000;RES. QUADRA NORTE;Londrina;PR;jorge@gmail.com;71766413
2;08.222.843/0001-44;SIRLENE CAMAROTTI;RUA DORVAL CECCON, 664, LOJA 56;83405-030;JD N. S. DE FATIMA;Colombo;PR;sirlene@gmail.com;32730903
2;81.650.095/0001-90;PROVOPAR ACAO SOCIAL DE PAULO FRONTIN;RUA 22 DE JANEIRO,143;84635-000;CENTRO;Paulo Frontin;PR;provopar@gmail.com;42353528
2;01.639.242/0001-92;MARILU DE TULLIO MOLINARI;RUA CAP TOMAZ CARVALHO DE CAMARGO,130;83035-450;CIDADE JARDIM;Icaraí de Minas;MG;marilu@gmail.com;31372481
2;07.662.941/0001-30;CORPROPETRO COM. DE DERIVADOS DE PETROLEO LTDA-ME;R MASSUD AMIN ESQ COM AV MINAS GERAIS, S/N;86300-000;SEDE;Fraiburgo;SC;corpropetro@gmail.com;13100401
2;01.471.185/0001-85;PBL IND E COM DE FERTILIZANTES LTDA;RODOVIA DOS MINERIOS, KM 14, 100A;83507-000;JD MONTERREY;Edéia;GO;pbl@gmail.com;45968623
2;74.130.907/0001-01;PROENCA ADM E CORRETAGEM DE SEGUROS LTDA;RUA CENTENARIO,1639;83601-000;CENTRO;Praia Norte;TO;proenca@gmail.com;83139027
2;34.420.02230/87;ANTONIO MOREIRA E OUTROS;FAZENDA SÌO JUDAS TADEU;87750-000;ZONA RURAL;Capão do Leão;RS;antonio@gmail.com;22535332
2;00.079.208/0001-48;ECO-AMAZON INDUSTRIA E COMERCIO DE CONFEC‚ÍES LTDA.;RUA NAPOLES, 255 - BLOCO A;83413-220;ATUBA;Turvolândia;MG;eco-amazon@gmail.com;30976691
2;74.101.569/0003-41;AGRICOLA JANDELLE S/A;ROD 369 KM 178;86600-000;CONTORNO SUL;Carmo de Minas;MG;agricola@gmail.com;81456564
2;75.584.110/0001-47;EXAL - ADMINISTRACAO DE RESTAURANTES EMPRESARIAIS LTDA;AV. SENADOR FLAVIO CARVALHO, 1647;84070-460;JD. LOS ANGELES;Caculé;BA;exal@gmail.com;97784878
2;77.318.715/0001-11;ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA;RUA AV ANTONIO VILAS BOAS,786;85845-000;JARDIM AMERICA;Vera Cruz do Oeste;PR;associacao@gmail.com;40927863
2;77.043.289/0001-50;COMPRE COM. PRESENTES LTDA;RUA XV DE NOVEMBRO, 130;80020-310;CENTRO;Pejuçara;RS;compre@gmail.com;26519610
2;84.792.183/0001-15;FUNDACAO PROMOVER;R JOAQUIM NABUCO,59;84026-080;26 DE OUTUBRO;Canavieiras;BA;fundacao@gmail.com;85335220
2;07.525.913/0001-70;VIEMELO PRESTADORA DE SERVICOS LTDA;OBRA CONSTRUçãO UEM BLOCO B8 AV COLOMBO 5790;87010-440;ZONA 07;Maringá;PR;viemelo@gmail.com;30202364
2;81.254.401/0001-70;INSTITUTO HALSTED LTDA;RUA DR ROBERTO BARROZO,1381;80520-070;BOM RETIRO;Riozinho;RS;instituto@gmail.com;16076212
2;05.263.551/0002-42;MSS - COM. REFRIG. E GEN. ALIM. LTDA.;AV ROBERT KOCH,60;86038-350;VILA OPERARIA;Getulina;SP;mss@gmail.com;77727152
2;10.751.409/0001-01;FABRICIO DOS SANTOS E CIA LTDA ME;RUA BARAO DO RIO BRANCO,1100;85900-005;CENTRO;Toledo;PR;fabricio@gmail.com;74848249
2;03.756.377/0001-63;SOC.DE ENS.E PESQ.DE CORN.PROCOP.S/S.LTD;RUA ARLINDO SALES 15;86300-000;CJ UNIAO;Cornélio Procópio;PR;soc.de@gmail.com;61032501
2;76.676.436/0001-67;SUL DEFENSIVOS AGRICOLAS LTDA;AV DOS PINHEIRAIS,3451;83705-670;ESTACAO;São Caetano do Sul;SP;sul@gmail.com;75871392
2;02.267.558/0001-63;SCOLDING LTDA.;RUA MARQUES DO PARANA, 1240;80620-210;AGUA VERDE;Curitiba;PR;scolding@gmail.com;2357933
2;09.656.382/0001-80;MARGARIDA GONCALVES DOS SANTOS LAPA;TEOFILO FREITAS MARISTANY,78;83750-000;DOM PEDRO II;Munhoz;MG;margarida@gmail.com;88301697
2;79.430.682/0093-40;FARMACIA E DROGARIA NISSEI LTDA;AV SAUL ELKIND 1610 - CONJUNTO VIOLIN;86084-000;CENTRO;Gouveia;MG;farmacia@gmail.com;83763206
2;80.774.888/0001-59;GRAFICA E EDITORA ULIGHEL LTDA;AV GENEROSO MARQUES,1121;85550-000;CENTRO;Engenheiro Navarro;MG;grafica@gmail.com;75392876
2;03.825.816/0001-42;USINAGEM LISECKI LTDA EPP;RUA PROF. ALGACYR MUNHOZ MADER, 3410;81350-010;CIC;Palmeirópolis;TO;usinagem@gmail.com;49128918
2;09.618.680/0001-86;PG MOVEIS COMERCIO DE MOVEIS LTDA;AV CARLOS CAVALCANTI, 252A;84025-000;UVARANAS;Bom Jesus do Amparo;MG;pg@gmail.com;88142284
2;87.102.810/0010-28;ARAUPEL S/A;FAZENDA RIO DAS COBRAS;85460-000;FAZENDA;Varzelândia;MG;araupel@gmail.com;65724993
2;75.992.065/0001-60;ENGISA INSPEçãO E PESQUISA APLICADA ˆ INDœSTRIA LTDA.;RUA SANTO INáCIO, 555;83324-080;EMILIANO PERNETA;Pinhais;PR;engisa@gmail.com;24877479
2;01.695.570/0001-06;ROSELI M D NETZEL E CIA LTDA;RUA GONçALVES DIAS, 1368;83601-020;CENTRO;Santa Inês;PR;roseli@gmail.com;27902067
2;80.237.555/0001-90;ANTONIO MORO E CIA LTDA;RUA CORONEL VIVIDA,122;84036-310;VILA CIPA;São Caetano do Sul;SP;antonio@gmail.com;83959967
2;49.739.998/0008-06;IBIRAPUERA AVICOLA LTDA;DT PASSA DOIS;83750-000;ZONA RURAL;Lapa;PR;ibirapuera@gmail.com;11127212
2;76.546.399/0005-04;DIPLOMATA DISTRIBUICAO E VAREJO LTDA;RUA ANTONIO MEIRELES SOBRINHO NE686;82900-240;CAJURU;Praia Norte;TO;diplomata@gmail.com;77548202
2;53.004.313/0019-03;FERTIMPORT SA;RUA MANOEL CORREA,1195;83203-410;ALTO SAO SEBASTIAO;Novo Acordo;TO;fertimport@gmail.com;30583199
2;75.097.428/0001-01;HOSPITAL PINEL LTDA;P‚A JOAQUIM MENELAU DE ALMEIDA TORRES,70 CURITIBA;81610-010;V HAUER;Lagoa Grande do Maranhão;MA;hospital@gmail.com;89775565
2;00.491.519/0001-10;M M L TECNOLOGIA DA INFORMACAO LTDA;AV SETE DE SETEMBRO 4698;80240-000;BATEL;Curitiba;PR;m@gmail.com;38830637
2;05.982.005/0002-61;AMBAR RESTAURANTE E CONVENIæNCIAS LTDA;AV PRES KENNEDY 4121;80610-010;A VERDE;Tacaimbó;PE;ambar@gmail.com;50336075
2;81.900.227/0001-95;BATISTA E IZEPE LTDA F01;AV BRASIL,542;87113-260;JD INDEPENDECIA;Sarandi;PR;batista@gmail.com;70640951
2;04.361.165/0001-40;ISRAEL CARDOSO DOS SANTOS & CIA.LTDA ME;TRAVESSA OSCAR MUXFELDT,42;85851-490;CENTRO;Juti;MS;israel@gmail.com;41685681
2;75.982.058/0001-87;CONSTRUTORA SAN REMO LTDA;R PROF PEDRO VIRIATO PARIGOT DE SOUZA, 3305;81200-100;MOSSUNGUE;Ouro Branco;MG;construtora@gmail.com;45555271
2;08.784.297/0001-35;ALG ESTACIONAMENTOS LTDA;RUA PRESIDENTE FARIAS,259;80020-290;CENTRO;Varginha;MG;alg@gmail.com;22532991
2;Sem Informação;A DE CASTRO ME;AV. MAUA, 2065;87050-020;Sem Informação;Maringá;PR;a@gmail.com;35801384
2;77.688.174/0001-13;CONSTRUTORA PALANGER LTDA;RUA CARAMURU, 270, SALA 1;85501-060;CENTRO;Conceição das Alagoas;MG;construtora@gmail.com;74677135
2;79.430.682/0075-69;FARMACIA E DROGARIA NISSEI LTDA-U VITORI;AV. MANOEL RIBAS, 111;84600-000;CENTRO;Piedade de Caratinga;MG;farmacia@gmail.com;49114421
2;04.020.348/0001-00;RODOVIARIO MARINGA LTDA_EPP;RUA REBOU‚AS, 828;87030-410;Sem Informação;Capim Branco;MG;rodoviario@gmail.com;61828910
2;76.676.352/0001-23;ASSESSORIA IMOBILIARIA CONS LAURINDO;RUA CONSELHEIRO LAURINDO,478;80060-100;CENTRO;São Caetano do Sul;SP;assessoria@gmail.com;89903402
2;80.234.495/0001-52;ARAUCONT ORGANIZAçãO CONTáBIL LTDA.;AVENIDA DOUTOR VICTOR DO AMARAL, 1699;83702-040;CENTRO;Taquaritinga do Norte;PE;araucont@gmail.com;99662690
2;02.714.885/0001-16;A A F MOMI E MOMI LTDA;AV. ITORORó, 1349;87010-460;ZONA 04;São José dos Cordeiros;PB;a@gmail.com;83333909
2;82.529.371/0002-00;KF LOCACOES DE EQUIPAMENTOS INDUSTRIAIS;AV PRESIDENTE KENNEDY,401;84052-465;JARDIM MARACANA;Palmeira dos êndios;AL;kf@gmail.com;6616634
2;09.533.417/0001-94;TREVO VIVEIRO FLORESTAL LTDA-ME;ROD BR 153 KM 448;84600-000;SAO GABRIEL;União da Vitória;PR;trevo@gmail.com;86434180
2;09.247.890/0001-05;CMBC CONSTRUCOES E DEMOLICOES LTDA;CYRO CORREIA PEREIRA 151;80000-000;CIC;Canavieiras;BA;cmbc@gmail.com;51148660
2;03.711.516/0001-32;F ANDRES DA SILVA CONFECCOES EPP;RUA EZIDIO BALADELLI,80;87200-000;PARQUE INDUSTRIAL;Urutaí;GO;f@gmail.com;38691733
2;75.643.429/0001-04;FUNDACAO HONORINA VALENTE;AV. ANITA GARIBALDI 1874, LJ 03;82200-530;AHU;Santa Cruz Cabrália;BA;fundacao@gmail.com;49210141
2;79.115.358/0004-62;CASA DE COURO SANTA RITA LTDA;AV BRASIL______NR 7056;85810-000;__CENTRO;Rolante;RS;casa@gmail.com;34676603
2;80.826.803/0001-39;CAMARA E TEODORO LTDA;AVENIDA DR LUIZ TEIXEIRA MENDES,554;87015-000;ZONA 04;Maringá;PR;camara@gmail.com;90741949
2;87.001.335/0099-16;PURAS DO BRASIL SOCIEDADE ANONIMA;AV. SETE DE SETEMBRO, 4476 CJ 1104;80250-210;REBOU‚AS;Albertina;MG;puras@gmail.com;5989894
2;Sem Informação;ANTONIO TERUO KATO E OUTROS;HARAS SANTA CLARA  - ALTO PARANA;87750-000;RURAL;Pouso Alto;MG;antonio@gmail.com;87010460
2;09.608.541/0003-33;CONTRATHOS SERVICE SA;CESAR CARELLI,N¼90/98;83820-000;PIONEIROS;Unaí;MG;contrathos@gmail.com;13040032
2;76.189.406/0033-03;CONDOR SUPER CENTER LTDA;R JOINVILLE,3001;83020-000;SAO PEDRO;Itapevi;SP;condor@gmail.com;31549942
2;78.127.271/0001-08;MADEIREIRA RICKLI LTDA;RODOVIA PR 151 KM 130;84145-000;CENTRO;Primeira Cruz;MA;madeireira@gmail.com;79980957
2;81.243.735/0001-48;POSITIVO INFORMATICA S/A;RUA JOAO BETTEGA, 5200;81350-000;CIC;Curitiba;PR;positivo@gmail.com;400880
2;80.367.964/0001-01;IND E COM DE FUMOS FLOR DO NORTE LTDA EPP;RUA MODESTINA BORDIGNON THIEL,31;84600-000;SAO DOMINGOS;Getulina;SP;ind@gmail.com;36776459
2;87.001.335/0637-08;PURAS DO BRASIL SOCIEDADE ANONIMA;AVENIDA ERMINIO DE MORAES,380;83540-000;TACANICA;Rio Branco do Sul;PR;puras@gmail.com;70513020
2;Sem Informação;IVANIR SCHEITEL (OBRA);R. NORBERTO NEUMEISTER, S/N;85960-000;LOT. ANDORINHA;Fátima do Sul;MS;ivanir@gmail.com;47265930
2;82.949.652/0011-03;ONDREPSB SERVIçO DE GUARDA E VIGILâNCIA LTDA;AV. TIRADENTES, 1383;86000-000;Sem Informação;Conceição das Alagoas;MG;ondrepsb@gmail.com;3800859
2;95.453.932/0001-04;PAVESI INDUSTRIA DE UNIFORMES LTDA;AVENIDA DAS AMERICAS,293 OU 356 (CONF DENUNCIA);83030-640;CIDADE JARDIM;São José do Vale do Rio Preto;RJ;pavesi@gmail.com;97805659
2;00.544.993/0001-62;W. PEDRON & CIA LTDA;CONSTANTINO MAROCHI,1085;83606-190;OURO VERDE I;Albertina;MG;w.@gmail.com;91690351
2;05.849.924/0001-80;ABBOTT E ARCOVERDE LTDA;RUA MARECHAL CANDIDO RONDON,870;87704-060;CENTRO;Paranavaí;PR;abbott@gmail.com;77811334
2;00.740.926/0001-13;IPERBRAS IND E COMERCIO DE ALUMINIOS LTDA;ROD BRATISLAVA , KM 02;86180-970;BRATISLAVA;Propriá;SE;iperbras@gmail.com;41283860
2;07.689.756/0001-39;CASA DE REPOUSO ROCHA LIMA LTDA.;RUA DANTE MELARA, 1735;81200-620;CAJURU;Senhor do Bonfim;BA;casa@gmail.com;48647501
2;06.127.174/0001-04;SISTEMA APOIO DE ENSINO E EDITORACAO S S LTDA;RUA TUPI,366;86020-350;CENTRO;Senhor do Bonfim;BA;sistema@gmail.com;19815056
2;07.254.302/0001-35;DM BARRETTO PRODUTOS DE MINAS - ME;AV SETE DE SETEMBRO,1865;80060-070;CENTRO;Bom Jardim;RJ;dm@gmail.com;85068265
2;08.916.946/0001-04;ROBERTO DE ABREU IND.E COM.DE CONFECCOES LTDA;RUA JOAO PESSOA,90;86020-220;CENTRO;Parnaguá;PI;roberto@gmail.com;89346614
2;77.626.240/0001-20;JOSE TARCISIO FERNANDES DE OLIVEIRA;DR. VICTOR DO AMARAL,1523;83702-055;CENTRO;São João Evangelista;MG;jose@gmail.com;82228992
2;78.436.458/0001-85;ENERGIA - INFORMATICA E SERVICOS LTDA..;RUA JOAO PESSOA,145;83702-280;CENTRO;Alto Jequitibá;MG;energia@gmail.com;5712673
2;79.118.311/0001-00;TRANSPORTE COLETIVO CIDADE CANCAO LTDA;AV. MONTEIRO LOBATO, 473;87050-280;VILA OPERARIA;Cajamar;SP;transporte@gmail.com;12745659
2;01.149.953/0053-00;BV FINANCEIRA SA CREDITO FINANCIAMENTO E INVESTIMENTO;AV. SAO PAULO, 344;86010-060;CENTRO;Iporá;GO;bv@gmail.com;21431463
2;09.721.280/0001-00;MÁRCIA DE SOUZA ROCHA ELETRONICOS;RUA SERGIPE, 300 - LOJA 01/03;86010-380;CENTRO;Londrina;PR;márcia@gmail.com;31087235
2;09.239.430/0001-35;ARCE CONSTRUTORA E INCORPORADORA LTDA;AV DOS PINHEIRAIS 565;83700-000;CAPELA VELHA;Pato Bragado;PR;arce@gmail.com;49735159
2;05.849.924/0001-80;ABBOTT E ARCOVERDE LTDA;RUA MARECHAL CANDIDO RONDON,870;87704-060;CENTRO;Paranavaí;PR;abbott@gmail.com;77811334
2;07.410.357/0001-97;STEEL PLASTIC IND E COM ESTRUT MET LTDA;RUA MARIA GERONASSO DO ROSARIO,106;83413-140;VILA MARIA DO ROSA;Rolante;RS;steel@gmail.com;21441197
2;76.098.219/0046-39;COOPAVEL COOPERATIVA AGROINDUSTRIAL;BR 277 KM 582 FRIAVES;85818-560;DISTRITO INDUSTRIAL;Osvaldo Cruz;SP;coopavel@gmail.com;15380056
2;07.580.512/0001-13;GLOBOAVES SAO PAULO AGROAVICOLA LTDA;ROD. BR 467 KM 03 S/N,1;85814-000;ALVORADA;Borborema;PB;globoaves@gmail.com;17248797
2;82.423.070/0001-17;ANDRADE & MARTINS LTDA;ROD BR 277 KM 540;85478-000;INDUSTRIAL;Ibema;PR;andrade@gmail.com;8940237
2;51.200.80641/82;FABIO UENO KUROIWA;RODOVIA PR 180 SN KM 18;87370-000;ZONA RURAL;Moreira Sales;PR;fabio@gmail.com;37189923
2;77.698.983/0001-06;CONSTRUTORA TOMASI LTDA.;RUA EMILIO CORNELSEN, 500;80000-000;AHU;Curitiba;PR;construtora@gmail.com;65864808
2;08.016.794/0001-93;CPAE CENTRO PARANAENSE DE ARTE EQUESTRE LTDA;ESTRADA DO PALMITALZINHO KM 12;83450-000;PALMITAL;Bocaiœva do Sul;PR;cpae@gmail.com;95601427
2;04.272.785/0001-02;MZ OPERACOES INDUSTRIAIS LTDA EPP;RUA DAS ARAUCARIAS,564;83700-000;THOMAZ COELHO;Araucária;PR;mz@gmail.com;58778359
2;07.265.880/0001-77;CONSTRUTORA BOLL LTDA;RUA EDSON CAMPOS MATESICH, 201 CURITIBA;82410-370;SANTA FELICIDADE;Curitiba;PR;construtora@gmail.com;80531846
2;03.061.081/0001-28;MACLATEX IND TECIDOS E CONFECCOES LTDA;ADAO IWANKIW,150;86800-970;PARQ INDL ZONA;Coruripe;AL;maclatex@gmail.com;35917844
2;03.830.727/0001-94;CENTRO DE FORMA O DE COND INTERLAGOS LTDA;PRA A SANTANA,32;86380-000;CENTRO;Touros;RN;centro@gmail.com;35462285
2;10.621.155/0001-07;AJAX SERVIçOS DE ALVENARIA;RUA PROFESSOR CARDOSO FONTES,1100 - CONDOMINIO EST;84000-000;CONDOMINIO ESTACOES;Ponta Grossa;PR;ajax@gmail.com;64208303
2;80.531.015/0004-68;ORGANIZACAO EDUCACIONAL EXPOENTE LTDA;AVENIDA MARINGA,350;83324-000;EMILIANO PERNETA;Anchieta;SC;organizacao@gmail.com;86995112
2;05.945.919/0002-52;NEW FIT IND COM AP GINASTICA IMP EXP LTDA;RUA FORTALEZA,2757;85805-160;JARDIM CRISTAL;Goiânia;GO;new@gmail.com;40046267
2;07.633.359/0001-45;SIQSERVICE SERVICOS LTDA;RUA ANNE FRANK 611936;81730-010;BOQUEIRAO;Manacapuru;AM;siqservice@gmail.com;98206670
2;86.552.429/0001-07;GIOCA INDUSTRIA E COMERCIO LTDA;JATOBA,750;83820-096;EUCALIPTOS;Fazenda Rio Grande;PR;gioca@gmail.com;58145208
2;04.127.928/0001-92;TRUST ADMINISTRACAO E PARTICIPACOES LTDA;JANDAIA DO SUL,1073;83324-440;VL EMILIANO PERNETA;Pastos Bons;MA;trust@gmail.com;44670558
2;79.283.065/0003-03;ORBENK ADMINISTRACAO E SERVICOS LTDA;RUA CONSELHEIRO CARRAO, 445;80040-130;JUVEVE;Touros;RN;orbenk@gmail.com;29256361
2;01.740.116/0019-59;SISTALI LTDA;AV RUI BARBOSA;83055-320;Sem Informação;Urutaí;GO;sistali@gmail.com;53126844
2;07.932.636/0001-10;ACAFRAO E MEL RESTAURANTE LTDA;AV AGOSTINHO DE LEAO JUNIOR,174;80030-110;CENTRO;Campo Grande;MS;acafrao@gmail.com;59816891
2;07.643.263/0001-68;RETIFICA QUADROS E SIMAO LTDA EPP;RUA MARIA DALILA PINTO,250;86430-000;VILA CLARO;Santo Antônio da Platina;PR;retifica@gmail.com;51170454
2;07.500.231/0001-03;MULTBATTERY BRASIL DE ACUMULADORES LTDA;R. CURITIBA,2337;87140-000;PQ. INDL. RES. BELA;Paiçandu;PR;multbattery@gmail.com;74130531
2;02.904.132/0001-73;MARA NOIVAS ATELLIER DE COSTURA LTDA;PRA‚A TIRADENTES, 258 1¼ ANDAR SL 01;80020-100;CENTRO;São João das Duas Pontes;SP;mara@gmail.com;94269607
2;12.651.486/0001-07;VDI COMERCIO E INDUSTRIA DE EQUIPAMENTOS ELETRONICOS;AV SAO GABRIEL 481;83404-000;PLANTA BOM JESUS;São José dos Cordeiros;PB;vdi@gmail.com;75341997
2;85.001.279/0001-80;RLS LOCADORA DE VEICULOS E TRANSPORTE ESCOLAR LTDA.;FRANCISCO DEROSSO,1200;81720-000;XAXIM;Pastos Bons;MA;rls@gmail.com;31753467
2;88.348.024/0011-59;S B S ENGENHARIA E CONSTRUCOES LTDA;RODOVIA PR 508 KM 14;83255-000;COLONIA PEREIRA;Florestal;MG;s@gmail.com;29054625
2;01.950.923/0002-58;PICK UP INDUSTRIA E COMERCIO DE CABINES LTDA-ME;RODOVIA BR 376 KM 158 LOTE 170 A-B;87160-000;PRQ IND PREF HILTON;Paulista;PE;pick@gmail.com;52016300
2;03.446.922/0001-15;RACING CONSULTORIA TECNICA E COMERCIAL LTDA.;RUA CAPITAO SOUZA FRANCO,848 - SALA 151;80730-420;BIGORRILHO;Apiaí;SP;racing@gmail.com;53025769
2;76.517.861/0001-03;M. M. ARRUDA E CIA LTDA;RUA QUINTINO BOCAIUVA, 227 CURITIBA;80035-090;CABRAL;Morro da Fumaça;SC;m.@gmail.com;62785767
2;80.024.557/0001-00;VIAPLAN ENGENHARIA LTDA;AV. JUSCELINO KUBITSCHECK DE OLIVEIRA, 6777;81250-160;SANTA HELENA;Praia Norte;TO;viaplan@gmail.com;4072830
2;03.739.025/0001-08;SINTRASCOOP;RUA VEREADOR ENEDIR DE SOUZA LIMA, 131 - SALA 1;85660-000;CENTRO;Dois Vizinhos;PR;sintrascoop@gmail.com;5474077
2;00.802.741/0001-96;DESTRO E STROPA LTDA ME;AV BELO HORIZONTE,486;87113-060;JD. INDEPENDENCIA;Sarandi;PR;destro@gmail.com;38261902
2;05.284.230/0001-43;TORNEARIA BOIKO;ROD BR 277, KM 1, 935;82305-100;MOSSUNGUE;Curitiba;PR;tornearia@gmail.com;84979620
2;95.390.167/0001-12;W ZIELAK E CIA LTDA;RUA SOUZA NAVES,3908;85807-690;CENTRO;Valença;BA;w@gmail.com;20334198
2;02.912.468/0001-88;ALIANCA PLANO DE ASSISTENCIA FAMILIAR LT;RUA NAGIB DAHER,974;86800-040;CENTRO;Primeira Cruz;MA;alianca@gmail.com;5119880
2;01.701.201/0365-31;HSBC BANK BRASIL SA BANCO MULTIPLO;R QUINTINO BOCAIUVA 317,99999;86020-150;MISTER THOMAZ;Londrina;PR;hsbc@gmail.com;8379800
2;55.724.447/0001-03;RRC RAPIDO RODOVIARIO CURITIBA LTDA;RUA CARLOS DE LAET, 3573;81650-040;BOQUEIRAO;Novo Planalto;GO;rrc@gmail.com;24310094
2;00.796.352/0001-03;FUJIWARA EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA;AV GOVERNADOR ROBERTO DA SILVEIRA 751;86800-520;VILA SAO CARLOS;Unaí;MG;fujiwara@gmail.com;16526454
2;06.261.459/0001-25;RHS COMERCIO ESTRUTURAS METALICAS LTDA;RUA EINSTEIN,727;83408-040;VILA GUARANI;Icaraí de Minas;MG;rhs@gmail.com;20177719
